location,bedrooms,bathrooms,area,price
Bahria Town,7,8,40 Marla,99520761
G-13,7,7,18 Marla,56727902
DHA Phase 2,4,5,23 Marla,81219087
F-10,4,5,17 Marla,89471133
DHA Phase 2,4,4,6 Marla,26020756
Bahria Town,9,11,24 Marla,71908954
DHA Phase 2,6,6,31 Marla,93751647
F-10,9,10,32 Marla,167164756
G-13,4,4,33 Marla,93589313
DHA Phase 2,9,11,25 Marla,90484362
F-10,7,9,31 Marla,161741398
G-13,6,8,37 Marla,105283251
G-13,8,9,23 Marla,74965589
Bahria Town,6,7,7 Marla,22445312
Bahria Town,8,10,29 Marla,74882301
G-13,7,8,37 Marla,101705369
DHA Phase 2,8,8,22 Marla,81671485
G-13,9,11,23 Marla,68673886
G-13,4,6,16 Marla,41993208
F-10,6,6,19 Marla,102830519
F-10,5,6,16 Marla,82252885
DHA Phase 2,7,9,20 Marla,67313750
Bahria Town,8,9,27 Marla,77233390
F-10,5,5,23 Marla,100009081
F-10,7,8,28 Marla,148210316
G-13,9,11,24 Marla,79465464
G-13,7,9,20 Marla,63478227
G-13,8,9,35 Marla,94079099
G-13,4,5,13 Marla,36880355
F-10,7,8,34 Marla,165365575
F-10,6,6,11 Marla,63890798
G-13,9,11,36 Marla,109783052
G-13,6,8,12 Marla,38591832
G-13,5,6,15 Marla,41675534
G-13,3,5,9 Marla,27286496
Bahria Town,5,7,8 Marla,23336446
F-10,9,11,36 Marla,176603990
G-13,9,10,28 Marla,76286296
DHA Phase 2,5,5,23 Marla,73276892
G-13,3,4,5 Marla,18391835
F-10,8,10,21 Marla,109098244
DHA Phase 2,8,10,39 Marla,141399918
Bahria Town,5,5,27 Marla,66545246
F-10,4,4,8 Marla,41727549
F-10,9,10,27 Marla,133259112
DHA Phase 2,6,8,26 Marla,85251945
F-10,5,6,30 Marla,153139551
Bahria Town,7,8,37 Marla,87716478
DHA Phase 2,8,10,38 Marla,118146797
Bahria Town,4,5,22 Marla,58274415
DHA Phase 2,3,3,7 Marla,26250427
G-13,9,11,25 Marla,81904717
DHA Phase 2,6,7,12 Marla,41781234
G-13,5,6,17 Marla,45527596
F-10,4,6,21 Marla,103612307
G-13,6,8,22 Marla,67252145
F-10,7,9,39 Marla,198988196
F-10,6,8,20 Marla,90634615
G-13,7,9,25 Marla,73895572
Bahria Town,5,7,30 Marla,73168411
Bahria Town,8,10,32 Marla,80666326
G-13,6,7,8 Marla,27906965
G-13,9,11,22 Marla,68415915
F-10,6,7,9 Marla,45674016
Bahria Town,9,10,34 Marla,88096971
Bahria Town,8,10,26 Marla,75704719
DHA Phase 2,9,11,36 Marla,110837971
G-13,5,5,9 Marla,32951417
DHA Phase 2,4,6,17 Marla,52757582
DHA Phase 2,8,8,25 Marla,84601919
DHA Phase 2,4,6,6 Marla,23753889
DHA Phase 2,6,7,28 Marla,89114471
Bahria Town,6,6,17 Marla,48426690
G-13,3,5,8 Marla,26793918
F-10,4,5,8 Marla,40164827
G-13,7,8,36 Marla,91691700
Bahria Town,5,6,19 Marla,49479241
DHA Phase 2,5,5,19 Marla,67147436
Bahria Town,2,4,6 Marla,16899644
Bahria Town,9,9,37 Marla,103527568
G-13,5,5,10 Marla,31701675
F-10,4,6,37 Marla,170407304
G-13,4,5,11 Marla,30968332
G-13,5,6,16 Marla,50218900
Bahria Town,5,7,34 Marla,84919583
F-10,4,5,34 Marla,145515780
G-13,6,8,23 Marla,70718416
F-10,7,7,19 Marla,90230879
F-10,9,11,20 Marla,110150637
Bahria Town,5,7,31 Marla,78486368
F-10,2,3,5 Marla,27037663
Bahria Town,4,5,27 Marla,59440078
G-13,4,4,12 Marla,33409957
F-10,4,5,12 Marla,61873617
Bahria Town,7,9,40 Marla,105958442
DHA Phase 2,4,6,5 Marla,21544724
DHA Phase 2,4,4,20 Marla,71698621
F-10,4,4,24 Marla,111216675
Bahria Town,4,5,10 Marla,29218945
F-10,8,8,39 Marla,201087118
G-13,3,4,5 Marla,16166763
G-13,4,5,28 Marla,81076313
DHA Phase 2,5,7,13 Marla,46653931
Bahria Town,8,8,25 Marla,64501644
F-10,6,6,27 Marla,118969812
Bahria Town,7,9,15 Marla,40652270
G-13,7,8,21 Marla,58980903
G-13,8,8,28 Marla,85011305
F-10,5,6,33 Marla,166286831
F-10,7,9,33 Marla,155229552
DHA Phase 2,7,9,17 Marla,58809245
DHA Phase 2,8,8,18 Marla,68804990
G-13,4,6,22 Marla,66060482
DHA Phase 2,4,6,36 Marla,114125584
Bahria Town,4,4,29 Marla,70867643
F-10,2,2,6 Marla,32842508
G-13,6,8,20 Marla,53900987
DHA Phase 2,8,9,22 Marla,80228677
G-13,3,3,5 Marla,17634933
Bahria Town,6,7,37 Marla,83143162
DHA Phase 2,4,6,28 Marla,84962722
Bahria Town,6,6,22 Marla,54068631
DHA Phase 2,3,4,5 Marla,20657696
DHA Phase 2,5,7,30 Marla,96960774
Bahria Town,9,9,34 Marla,85436929
F-10,5,5,29 Marla,126857150
F-10,8,10,35 Marla,174991828
F-10,5,6,14 Marla,74261628
DHA Phase 2,2,2,5 Marla,17011613
G-13,6,7,22 Marla,65872113
F-10,7,9,26 Marla,122042719
G-13,8,9,23 Marla,65888498
Bahria Town,9,9,40 Marla,106747091
Bahria Town,8,10,32 Marla,80772711
F-10,4,6,6 Marla,34138698
F-10,4,5,6 Marla,34268702
Bahria Town,4,5,14 Marla,38441683
DHA Phase 2,7,8,34 Marla,103222609
Bahria Town,7,8,33 Marla,87860385
G-13,9,11,33 Marla,105106643
Bahria Town,5,5,30 Marla,70779595
Bahria Town,9,10,35 Marla,85342569
DHA Phase 2,6,6,12 Marla,41749709
DHA Phase 2,9,10,27 Marla,94586194
F-10,7,9,20 Marla,101999039
G-13,6,8,36 Marla,107066441
Bahria Town,8,10,28 Marla,77793475
Bahria Town,3,3,7 Marla,21566454
DHA Phase 2,4,6,9 Marla,32568426
Bahria Town,4,4,5 Marla,18446642
F-10,6,8,38 Marla,178740770
Bahria Town,5,5,11 Marla,28579740
Bahria Town,9,11,23 Marla,59376235
Bahria Town,6,7,29 Marla,68632957
Bahria Town,9,11,26 Marla,70550377
F-10,7,9,32 Marla,147344817
F-10,5,7,14 Marla,77223362
DHA Phase 2,9,10,22 Marla,79206255
Bahria Town,4,6,34 Marla,72831919
F-10,6,6,10 Marla,57863726
G-13,4,6,11 Marla,33791847
Bahria Town,6,7,15 Marla,39474077
G-13,5,7,26 Marla,67409302
DHA Phase 2,4,4,15 Marla,48269877
F-10,9,11,32 Marla,165431898
G-13,8,8,21 Marla,64834905
G-13,4,4,14 Marla,39366421
F-10,4,5,16 Marla,76833726
DHA Phase 2,6,8,13 Marla,45336195
Bahria Town,6,6,12 Marla,35696874
G-13,8,9,30 Marla,80816158
Bahria Town,9,9,21 Marla,62738689
G-13,6,7,29 Marla,83259588
G-13,5,5,33 Marla,84701736
F-10,8,9,34 Marla,153214674
Bahria Town,8,10,24 Marla,58990796
F-10,8,10,17 Marla,84172299
F-10,8,9,39 Marla,176633729
Bahria Town,8,9,30 Marla,80948996
DHA Phase 2,5,5,39 Marla,119500545
DHA Phase 2,5,6,11 Marla,40923289
G-13,5,5,12 Marla,40898561
G-13,5,7,31 Marla,87994008
G-13,5,6,30 Marla,82016192
G-13,4,4,24 Marla,67395202
G-13,5,5,37 Marla,109983359
F-10,7,9,23 Marla,106284634
F-10,7,9,33 Marla,168295832
DHA Phase 2,8,8,15 Marla,58140853
Bahria Town,6,7,7 Marla,23115358
DHA Phase 2,4,6,40 Marla,124822276
Bahria Town,5,7,35 Marla,77339382
DHA Phase 2,9,9,36 Marla,130508007
DHA Phase 2,2,3,6 Marla,22414403
G-13,6,8,32 Marla,94309744
Bahria Town,3,3,5 Marla,15409483
Bahria Town,6,8,16 Marla,44801033
Bahria Town,6,6,25 Marla,66039876
G-13,4,4,21 Marla,60320812
Bahria Town,8,9,34 Marla,88965174
DHA Phase 2,9,9,19 Marla,76698852
F-10,7,9,26 Marla,122786958
G-13,9,9,31 Marla,86476450
G-13,8,9,19 Marla,58187653
G-13,6,6,20 Marla,56783986
Bahria Town,4,4,21 Marla,47541680
F-10,5,6,7 Marla,37250418
Bahria Town,5,6,16 Marla,43761820
F-10,8,8,29 Marla,146767155
DHA Phase 2,6,6,9 Marla,33882784
G-13,9,10,31 Marla,99878420
Bahria Town,6,7,37 Marla,97900826
DHA Phase 2,8,8,25 Marla,83624725
DHA Phase 2,9,11,29 Marla,103628265
Bahria Town,9,11,20 Marla,59119873
DHA Phase 2,5,7,34 Marla,106589304
Bahria Town,2,3,5 Marla,13158548
DHA Phase 2,4,6,5 Marla,19349878
G-13,5,6,19 Marla,60354183
DHA Phase 2,4,5,17 Marla,53829557
DHA Phase 2,8,9,36 Marla,117700876
G-13,5,6,9 Marla,28582814
F-10,9,10,39 Marla,196120026
Bahria Town,5,5,36 Marla,79309800
G-13,5,5,27 Marla,80716542
Bahria Town,7,8,26 Marla,65910119
F-10,8,10,18 Marla,100947614
Bahria Town,9,9,22 Marla,62978999
G-13,6,6,39 Marla,114932588
Bahria Town,8,9,22 Marla,63201583
Bahria Town,6,6,18 Marla,44434469
DHA Phase 2,8,8,30 Marla,92885176
G-13,3,3,8 Marla,26802182
DHA Phase 2,4,5,18 Marla,63572093
Bahria Town,8,9,39 Marla,99481002
G-13,4,6,10 Marla,33449813
DHA Phase 2,7,7,39 Marla,129308441
F-10,5,7,12 Marla,67141926
DHA Phase 2,7,8,30 Marla,97177961
DHA Phase 2,3,5,5 Marla,18710678
Bahria Town,9,9,37 Marla,102867330
DHA Phase 2,4,4,31 Marla,108439970
DHA Phase 2,4,4,31 Marla,95550296
DHA Phase 2,6,8,24 Marla,79167338
F-10,4,5,6 Marla,33305704
DHA Phase 2,9,11,32 Marla,103798162
Bahria Town,6,6,38 Marla,90409796
F-10,4,5,9 Marla,45329196
Bahria Town,6,6,33 Marla,82538122
DHA Phase 2,4,4,29 Marla,96135865
Bahria Town,6,7,13 Marla,36681676
F-10,8,8,22 Marla,107789682
F-10,4,6,24 Marla,104111504
Bahria Town,9,10,15 Marla,47706999
Bahria Town,4,5,14 Marla,33849903
DHA Phase 2,8,8,32 Marla,100275256
DHA Phase 2,7,9,23 Marla,77162329
F-10,8,10,28 Marla,139927670
Bahria Town,6,8,27 Marla,69263818
G-13,8,9,18 Marla,51611036
G-13,5,6,31 Marla,77769939
Bahria Town,5,6,40 Marla,91859397
Bahria Town,6,7,21 Marla,60047672
F-10,8,8,24 Marla,118846129
G-13,3,4,6 Marla,18359121
G-13,4,4,9 Marla,27360694
Bahria Town,6,8,8 Marla,25937341
DHA Phase 2,8,10,25 Marla,85096847
F-10,5,6,10 Marla,49991301
DHA Phase 2,5,6,25 Marla,75031953
DHA Phase 2,5,7,36 Marla,115119226
DHA Phase 2,8,9,36 Marla,117990305
Bahria Town,4,6,6 Marla,19608721
G-13,5,6,14 Marla,43742829
DHA Phase 2,5,6,7 Marla,30191078
G-13,4,6,5 Marla,19558792
DHA Phase 2,4,5,33 Marla,100904426
DHA Phase 2,4,6,35 Marla,105307288
DHA Phase 2,9,9,29 Marla,108279023
Bahria Town,6,8,15 Marla,43791110
G-13,9,11,39 Marla,116020000
F-10,6,7,18 Marla,91053613
G-13,6,8,28 Marla,81044117
F-10,8,10,18 Marla,88408348
Bahria Town,3,3,10 Marla,28165412
Bahria Town,5,5,14 Marla,37605670
Bahria Town,4,4,6 Marla,20003789
Bahria Town,9,9,32 Marla,79990781
G-13,3,3,7 Marla,23603264
G-13,9,10,29 Marla,80854693
Bahria Town,4,5,30 Marla,70167604
G-13,6,6,33 Marla,95438448
G-13,4,5,6 Marla,22630708
G-13,7,8,28 Marla,81660805
DHA Phase 2,4,5,39 Marla,130049470
Bahria Town,5,7,23 Marla,59616260
Bahria Town,6,7,11 Marla,30235789
F-10,2,4,6 Marla,31278426
Bahria Town,5,6,29 Marla,73601995
Bahria Town,6,6,8 Marla,26440839
G-13,3,3,13 Marla,35383524
G-13,4,5,10 Marla,32071323
DHA Phase 2,3,5,8 Marla,26811761
G-13,6,7,21 Marla,61567638
Bahria Town,3,4,5 Marla,15735297
F-10,2,2,6 Marla,27426583
G-13,7,7,40 Marla,117315695
G-13,5,6,8 Marla,26077375
G-13,9,11,35 Marla,104837244
G-13,4,5,31 Marla,81065562
G-13,5,5,8 Marla,27459320
DHA Phase 2,8,10,29 Marla,98920596
Bahria Town,3,5,6 Marla,19213809
G-13,9,11,25 Marla,70330425
Bahria Town,6,7,31 Marla,78399189
DHA Phase 2,8,8,39 Marla,123213072
F-10,4,6,24 Marla,111570981
Bahria Town,5,7,28 Marla,68456700
F-10,6,6,32 Marla,152217931
G-13,4,6,38 Marla,104987337
DHA Phase 2,4,4,32 Marla,92444576
F-10,7,9,33 Marla,174332765
G-13,4,5,30 Marla,86569842
F-10,7,7,23 Marla,123958142
DHA Phase 2,7,7,16 Marla,54885898
F-10,3,4,14 Marla,63875060
G-13,4,6,10 Marla,30465234
Bahria Town,5,7,26 Marla,64332397
DHA Phase 2,4,5,26 Marla,80146484
DHA Phase 2,6,8,18 Marla,57503650
G-13,3,5,12 Marla,36563581
DHA Phase 2,6,8,24 Marla,83479338
F-10,4,6,39 Marla,181223015
Bahria Town,2,2,6 Marla,14660030
Bahria Town,4,6,34 Marla,81672353
Bahria Town,6,8,18 Marla,45341403
F-10,7,7,31 Marla,162148379
DHA Phase 2,8,8,21 Marla,68932339
DHA Phase 2,7,7,30 Marla,101234554
G-13,4,4,27 Marla,80397633
F-10,7,8,22 Marla,110905731
Bahria Town,3,4,12 Marla,30150007
Bahria Town,3,3,11 Marla,27740668
F-10,6,7,23 Marla,102570681
DHA Phase 2,9,9,23 Marla,82877439
G-13,5,6,25 Marla,76914497
Bahria Town,3,3,14 Marla,36955941
Bahria Town,9,10,24 Marla,61599893
G-13,3,5,6 Marla,18686077
G-13,8,10,38 Marla,116715684
DHA Phase 2,8,8,18 Marla,60895146
F-10,8,8,26 Marla,127395789
G-13,4,4,26 Marla,65212750
DHA Phase 2,4,6,12 Marla,42634370
DHA Phase 2,6,6,13 Marla,46490966
F-10,5,6,37 Marla,184669919
DHA Phase 2,5,7,40 Marla,130392619
DHA Phase 2,5,7,29 Marla,88149666
F-10,4,4,18 Marla,86728168
F-10,5,5,29 Marla,132799094
G-13,9,11,33 Marla,86445387
Bahria Town,9,10,20 Marla,54755432
DHA Phase 2,6,6,11 Marla,44767910
DHA Phase 2,5,5,23 Marla,73612958
DHA Phase 2,6,8,10 Marla,37975137
Bahria Town,4,6,34 Marla,74340400
G-13,7,7,39 Marla,108849114
F-10,5,6,38 Marla,179362565
G-13,7,9,15 Marla,44213310
Bahria Town,4,4,10 Marla,29740978
G-13,5,5,39 Marla,99029189
Bahria Town,8,8,36 Marla,85362701
DHA Phase 2,5,5,18 Marla,63077519
F-10,4,5,9 Marla,50597492
DHA Phase 2,4,5,24 Marla,79390830
DHA Phase 2,5,6,11 Marla,37936086
DHA Phase 2,6,7,37 Marla,111730708
F-10,5,6,17 Marla,91759486
G-13,4,4,19 Marla,54683602
Bahria Town,5,7,34 Marla,78992281
Bahria Town,6,7,18 Marla,44070976
Bahria Town,6,8,29 Marla,71787906
G-13,3,3,10 Marla,28376319
G-13,9,11,31 Marla,99559081
F-10,5,6,19 Marla,98560606
DHA Phase 2,5,6,38 Marla,111278706
F-10,4,4,39 Marla,181004812
DHA Phase 2,2,3,5 Marla,16879659
G-13,9,9,33 Marla,87157237
DHA Phase 2,5,6,35 Marla,112013047
DHA Phase 2,9,9,20 Marla,72732333
F-10,7,8,20 Marla,90845275
G-13,9,11,26 Marla,78527695
F-10,9,9,24 Marla,121721999
F-10,6,8,10 Marla,55087486
Bahria Town,9,11,37 Marla,94545658
DHA Phase 2,7,9,26 Marla,88747479
F-10,4,6,14 Marla,66068365
Bahria Town,4,5,13 Marla,32688713
Bahria Town,5,5,16 Marla,43174438
Bahria Town,4,6,40 Marla,101464402
Bahria Town,8,9,34 Marla,79978409
DHA Phase 2,4,6,23 Marla,68378058
Bahria Town,3,5,12 Marla,31512639
G-13,8,10,40 Marla,118506893
Bahria Town,8,9,35 Marla,80137474
G-13,8,9,39 Marla,100303065
DHA Phase 2,6,6,39 Marla,136334566
F-10,8,10,39 Marla,169256761
DHA Phase 2,8,10,22 Marla,84353468
F-10,5,5,13 Marla,62838059
G-13,8,9,23 Marla,73907003
G-13,5,6,39 Marla,107649463
Bahria Town,6,7,11 Marla,33160724
G-13,5,6,7 Marla,26693598
DHA Phase 2,5,5,38 Marla,118927491
DHA Phase 2,5,7,12 Marla,45006851
Bahria Town,4,6,36 Marla,86727913
Bahria Town,7,8,20 Marla,55994697
F-10,5,6,15 Marla,67811773
DHA Phase 2,3,3,9 Marla,29821360
F-10,6,8,26 Marla,120340255
DHA Phase 2,8,10,38 Marla,127374820
Bahria Town,5,6,22 Marla,52635641
G-13,3,3,6 Marla,20104653
F-10,6,7,12 Marla,69121181
DHA Phase 2,8,9,20 Marla,68711296
Bahria Town,4,5,7 Marla,23367289
F-10,5,7,11 Marla,61893550
G-13,7,8,18 Marla,50539722
G-13,9,11,25 Marla,69221254
DHA Phase 2,5,5,34 Marla,114741164
DHA Phase 2,9,10,29 Marla,105646925
DHA Phase 2,8,10,39 Marla,135710588
DHA Phase 2,9,11,32 Marla,104474279
G-13,8,9,40 Marla,121965774
F-10,4,5,37 Marla,163711256
F-10,2,2,5 Marla,27534504
G-13,3,3,11 Marla,30529676
F-10,8,10,22 Marla,102737397
Bahria Town,9,9,35 Marla,83295190
Bahria Town,9,11,37 Marla,91076596
F-10,7,8,27 Marla,120027269
F-10,2,2,5 Marla,26697336
G-13,9,10,38 Marla,111623278
F-10,7,8,39 Marla,185131647
F-10,4,4,36 Marla,173120425
F-10,8,10,20 Marla,105767369
DHA Phase 2,6,7,29 Marla,97474409
G-13,4,6,23 Marla,66324719
F-10,4,5,6 Marla,30783771
Bahria Town,5,5,17 Marla,48632868
DHA Phase 2,4,4,12 Marla,41605180
DHA Phase 2,5,5,39 Marla,122707600
DHA Phase 2,4,6,10 Marla,33094936
F-10,5,5,8 Marla,47521759
F-10,8,8,20 Marla,106207722
Bahria Town,7,7,32 Marla,81344660
DHA Phase 2,4,4,16 Marla,55028140
F-10,9,9,31 Marla,139484719
DHA Phase 2,7,9,24 Marla,78376969
DHA Phase 2,9,9,25 Marla,88755129
DHA Phase 2,7,8,16 Marla,61549039
G-13,9,11,34 Marla,102254496
F-10,4,6,27 Marla,122074225
F-10,4,6,5 Marla,28921836
Bahria Town,4,5,17 Marla,45602358
F-10,9,10,36 Marla,175604997
F-10,5,6,33 Marla,162786932
Bahria Town,3,4,5 Marla,14070400
F-10,6,8,30 Marla,147384610
G-13,5,7,7 Marla,26588363
F-10,4,5,34 Marla,150640615
Bahria Town,5,5,24 Marla,55029831
F-10,5,5,39 Marla,171160932
Bahria Town,5,7,12 Marla,34826869
F-10,8,9,34 Marla,169154352
F-10,5,6,29 Marla,148031861
Bahria Town,6,8,30 Marla,79383055
F-10,4,5,25 Marla,121485382
F-10,4,5,19 Marla,96227612
DHA Phase 2,4,6,9 Marla,30229655
DHA Phase 2,9,10,33 Marla,111270718
DHA Phase 2,3,3,6 Marla,23439422
Bahria Town,9,9,17 Marla,52122154
Bahria Town,4,4,5 Marla,16688621
G-13,5,7,18 Marla,50947643
F-10,5,7,27 Marla,141108540
DHA Phase 2,5,7,13 Marla,43067369
G-13,9,9,30 Marla,90109522
G-13,6,6,23 Marla,71702887
G-13,7,9,36 Marla,101840735
F-10,4,4,30 Marla,139694579
Bahria Town,5,7,35 Marla,85894451
DHA Phase 2,8,9,33 Marla,116273063
Bahria Town,3,5,8 Marla,20031234
F-10,5,6,26 Marla,125981167
F-10,5,7,23 Marla,110564212
G-13,4,5,19 Marla,49010576
DHA Phase 2,9,11,24 Marla,79562692
G-13,7,8,27 Marla,78184003
Bahria Town,8,10,20 Marla,61226290
G-13,5,6,24 Marla,62582652
Bahria Town,6,6,9 Marla,26922538
G-13,8,10,32 Marla,88542430
G-13,5,5,21 Marla,64644077
Bahria Town,6,6,22 Marla,54733583
G-13,8,9,38 Marla,97122258
G-13,8,10,24 Marla,76751985
DHA Phase 2,8,8,39 Marla,121489984
G-13,5,5,34 Marla,85901826
G-13,5,7,28 Marla,84055626
DHA Phase 2,8,10,21 Marla,76385666
Bahria Town,4,4,34 Marla,75081409
F-10,4,4,11 Marla,54120842
DHA Phase 2,7,8,25 Marla,89463833
DHA Phase 2,9,9,22 Marla,73962232
Bahria Town,7,8,20 Marla,59790229
DHA Phase 2,5,7,20 Marla,69288835
DHA Phase 2,5,5,28 Marla,93768413
DHA Phase 2,5,6,29 Marla,101597612
DHA Phase 2,5,7,8 Marla,28815368
F-10,9,9,21 Marla,104431445
Bahria Town,3,5,14 Marla,34900332
DHA Phase 2,8,10,35 Marla,111251239
F-10,6,7,10 Marla,50340390
G-13,9,11,27 Marla,87254650
DHA Phase 2,6,6,40 Marla,135149961
G-13,4,6,35 Marla,84458653
DHA Phase 2,3,5,12 Marla,38949685
Bahria Town,5,7,33 Marla,76905099
F-10,7,8,31 Marla,162537120
DHA Phase 2,7,9,17 Marla,63382175
DHA Phase 2,6,6,12 Marla,40964880
F-10,6,8,17 Marla,88718006
Bahria Town,7,7,31 Marla,75093412
F-10,5,5,12 Marla,58918399
F-10,5,5,40 Marla,199806221
F-10,7,7,15 Marla,79795287
G-13,6,7,37 Marla,109100121
G-13,3,5,7 Marla,22338383
Bahria Town,4,4,8 Marla,23577263
DHA Phase 2,4,6,6 Marla,25466003
G-13,9,9,24 Marla,73438141
DHA Phase 2,4,4,23 Marla,73729799
F-10,9,9,20 Marla,97150512
DHA Phase 2,4,4,29 Marla,91041056
DHA Phase 2,9,9,22 Marla,76430677
Bahria Town,6,8,11 Marla,35537646
Bahria Town,7,9,27 Marla,66117868
F-10,9,11,33 Marla,147290049
G-13,6,7,30 Marla,84810901
DHA Phase 2,8,10,33 Marla,110005650
G-13,5,5,16 Marla,43748312
F-10,6,6,7 Marla,40036596
DHA Phase 2,4,6,38 Marla,114151890
F-10,5,5,21 Marla,96879938
DHA Phase 2,8,9,33 Marla,107409725
Bahria Town,7,7,15 Marla,40620720
Bahria Town,3,3,6 Marla,17383422
DHA Phase 2,4,4,11 Marla,35256568
F-10,6,6,33 Marla,160354519
F-10,3,4,13 Marla,57525574
F-10,8,9,35 Marla,160652223
DHA Phase 2,6,7,24 Marla,76552770
Bahria Town,5,7,11 Marla,32473175
Bahria Town,7,8,25 Marla,61106424
F-10,5,5,20 Marla,96907279
DHA Phase 2,8,10,16 Marla,64964447
Bahria Town,6,6,28 Marla,72880013
DHA Phase 2,4,4,7 Marla,27655706
Bahria Town,6,6,39 Marla,101047286
DHA Phase 2,7,7,30 Marla,108485461
Bahria Town,6,7,13 Marla,33846678
F-10,7,7,40 Marla,199236947
G-13,2,3,5 Marla,15781930
Bahria Town,6,8,15 Marla,40036414
F-10,5,7,34 Marla,169851322
Bahria Town,5,6,38 Marla,95479217
DHA Phase 2,4,5,10 Marla,37332043
Bahria Town,3,3,5 Marla,15548455
F-10,5,5,31 Marla,151093455
F-10,9,10,27 Marla,145700172
Bahria Town,5,5,31 Marla,71322997
DHA Phase 2,9,9,29 Marla,92537736
DHA Phase 2,4,5,7 Marla,25386040
F-10,7,7,37 Marla,170504765
DHA Phase 2,4,6,11 Marla,41697533
F-10,7,9,23 Marla,104520805
G-13,8,10,26 Marla,84169660
DHA Phase 2,3,5,14 Marla,42041744
Bahria Town,5,5,11 Marla,32398709
G-13,8,8,26 Marla,72003426
G-13,7,8,37 Marla,106210108
DHA Phase 2,4,6,18 Marla,63581655
G-13,7,7,23 Marla,69379291
DHA Phase 2,8,10,28 Marla,97197781
DHA Phase 2,8,10,39 Marla,129870313
DHA Phase 2,7,7,33 Marla,118157187
G-13,7,8,31 Marla,81621563
Bahria Town,5,5,26 Marla,59297469
DHA Phase 2,9,10,21 Marla,70072775
DHA Phase 2,8,9,36 Marla,126706322
G-13,5,5,21 Marla,54358531
DHA Phase 2,4,6,9 Marla,32596243
Bahria Town,4,4,8 Marla,21358230
Bahria Town,6,8,21 Marla,58744488
F-10,3,4,5 Marla,27068680
DHA Phase 2,6,6,11 Marla,41102271
G-13,9,11,19 Marla,60579513
G-13,8,9,39 Marla,119843804
G-13,6,7,40 Marla,116954477
F-10,8,8,21 Marla,113185049
Bahria Town,5,5,23 Marla,54318302
G-13,9,9,23 Marla,68805686
G-13,4,4,13 Marla,40951343
Bahria Town,3,4,6 Marla,16491047
DHA Phase 2,6,7,15 Marla,56148070
G-13,8,8,26 Marla,82035078
Bahria Town,5,5,25 Marla,61651813
F-10,6,6,12 Marla,63874712
G-13,5,7,36 Marla,95974934
F-10,5,5,11 Marla,61372178
F-10,6,7,36 Marla,183653260
DHA Phase 2,6,8,8 Marla,31945119
DHA Phase 2,9,9,19 Marla,69040680
Bahria Town,9,9,19 Marla,58077497
G-13,7,8,28 Marla,87868493
Bahria Town,3,3,11 Marla,28552602
G-13,3,5,9 Marla,28458412
G-13,6,6,37 Marla,97788533
F-10,8,10,21 Marla,112012330
G-13,4,4,15 Marla,40894312
Bahria Town,4,6,29 Marla,76025926
F-10,7,8,21 Marla,104972076
F-10,9,9,23 Marla,121829851
Bahria Town,9,9,25 Marla,64586527
DHA Phase 2,6,8,11 Marla,41991294
F-10,7,7,19 Marla,89023888
G-13,5,5,36 Marla,97238077
Bahria Town,4,6,11 Marla,28117130
DHA Phase 2,4,5,21 Marla,64800430
DHA Phase 2,7,8,33 Marla,118449258
DHA Phase 2,6,8,29 Marla,96224095
F-10,8,10,35 Marla,161145016
G-13,3,5,13 Marla,33612395
DHA Phase 2,8,9,19 Marla,65444707
F-10,5,6,9 Marla,46217982
G-13,6,7,27 Marla,69289409
Bahria Town,5,6,37 Marla,93032195
G-13,8,10,36 Marla,96355417
Bahria Town,5,6,7 Marla,21807895
DHA Phase 2,6,8,14 Marla,55449159
F-10,4,4,16 Marla,75226485
Bahria Town,5,5,7 Marla,24949832
Bahria Town,5,5,7 Marla,24262603
F-10,9,11,35 Marla,165997897
DHA Phase 2,8,9,36 Marla,109031622
G-13,4,4,37 Marla,96886062
DHA Phase 2,9,9,35 Marla,116058143
G-13,8,9,39 Marla,108993477
F-10,8,10,37 Marla,166000069
F-10,8,8,22 Marla,112742805
DHA Phase 2,5,5,32 Marla,110631714
Bahria Town,5,7,14 Marla,37746219
Bahria Town,6,7,9 Marla,30913542
Bahria Town,5,5,25 Marla,67675734
G-13,3,4,11 Marla,34376728
Bahria Town,4,4,17 Marla,42347013
F-10,6,6,27 Marla,117468116
F-10,4,6,29 Marla,136866510
DHA Phase 2,6,8,32 Marla,98851799
Bahria Town,7,8,18 Marla,53082233
Bahria Town,7,9,31 Marla,72350828
F-10,7,7,35 Marla,172380582
G-13,9,11,32 Marla,87778575
G-13,6,8,40 Marla,107961906
G-13,6,7,22 Marla,64235081
Bahria Town,6,6,13 Marla,41262129
F-10,4,6,40 Marla,190948867
G-13,4,5,23 Marla,66390001
DHA Phase 2,8,9,22 Marla,72880635
F-10,6,7,16 Marla,75310384
DHA Phase 2,7,7,19 Marla,71252556
Bahria Town,4,5,7 Marla,22086107
G-13,2,2,6 Marla,18525318
F-10,7,8,24 Marla,116206981
Bahria Town,8,8,15 Marla,48326156
F-10,5,7,33 Marla,157776476
Bahria Town,4,4,12 Marla,29626695
F-10,7,9,25 Marla,128758882
G-13,9,10,20 Marla,68351847
Bahria Town,3,4,8 Marla,22478026
Bahria Town,4,4,27 Marla,68966322
G-13,4,5,33 Marla,92638872
G-13,9,11,25 Marla,68418903
G-13,2,4,6 Marla,17027535
